afiro,4.0,-464.7531429,Optimal
kb2,0.5,-1749.90013,Optimal
adlittle,0.9,225494.9632,Optimal
share2b,1.1,-415.7322407,Optimal
sc50a,0.3,-64.57507706,Optimal
sc205,1.3,-52.20206121,Optimal
bandm,6.2,-158.6280185,Optimal
grow22,56.4,-160834336.5,Optimal
